Groserias,Vulgar,Ofensivo,clean_tweet
"@DavidVargasA18 Tú fuente es un delincuente preso, que por bajar su condena, acusaría hasta a su madre! risas payaso",0,1,"@DavidVargasA18 Tú fuente es un delincuente preso, que por bajar su condena, acusaría hasta a su madre! risas payaso"
Entonces quitas a una DELINCUENTE ELECTORAL CONFESA  cómo @delfinagomeza  y pones a la doña del aseo al frente de la @SEP_mx  cómo @Letamaya  que puede salir mal? https://t.co/EVGd0BHEgj,0,0,Entonces quitas a una DELINCUENTE ELECTORAL CONFESA  cómo @delfinagomeza  y pones a la doña del aseo al frente de la @SEP_mx  cómo @Letamaya  que puede salir mal? https://t.co/EVGd0BHEgj
tokischa was right tengo un delincuente en mi habitación a veces me lo mete a pelo y a veces con condón🤭,1,0,tokischa was right tengo un delincuente en mi habitación a veces me lo mete a pelo y a veces con condón🤭
@Qhubotvoficial Si ahi está el principal destructor de la democracia el chafa romeo vasquez y delincuente. https://t.co/76NudsnFo6,0,0,@Qhubotvoficial Si ahi está el principal destructor de la democracia el chafa romeo vasquez y delincuente. https://t.co/76NudsnFo6
"@SantanderMx   es increíble la falta de profesionalismo, llevo 3 días en sucursales por más de 3 horas, para resolver un problema de apertura, este es el trato de la encargada de sucursal, subo otro tweet el video completo, me tratan como delincuente con gritos y trato prepotente https://t.co/ZJHM9vSVZS",0,0,"@SantanderMx   es increíble la falta de profesionalismo, llevo 3 días en sucursales por más de 3 horas, para resolver un problema de apertura, este es el trato de la encargada de sucursal, subo otro tweet el video completo, me tratan como delincuente con gritos y trato prepotente https://t.co/ZJHM9vSVZS"
"@ysuca91siete Que nos digan los nombres de las víctimas que ustedes dicen, recordemos que el comisado es un delincuente que no respeta a las mujeres o ustedes también lo defiende?",0,0,"@ysuca91siete Que nos digan los nombres de las víctimas que ustedes dicen, recordemos que el comisado es un delincuente que no respeta a las mujeres o ustedes también lo defiende?"
"@catrina_nortena Entonces todos los gobiernos son iguales, sea PRI, MORENA, PAN, etc., si un pinche delincuente con corbata tiene cola que le pisen, con un simple acuerdo se queda en el olvido, HIJOS DE LA GRAN PuTA",1,1,"@catrina_nortena Entonces todos los gobiernos son iguales, sea PRI, MORENA, PAN, etc., si un pinche delincuente con corbata tiene cola que le pisen, con un simple acuerdo se queda en el olvido, HIJOS DE LA GRAN PuTA"
"@lumendoz Señora ataca a unos delincuentes y aplaude a otros. Es usted parte del problema de este país. Eso por un lado, por el otro, a este fulano, prácticamente a todo mundo le desagrada, sería éxito seguro para morena, si el pan pone de candidato a este otro delincuente.",0,0,"@lumendoz Señora ataca a unos delincuentes y aplaude a otros. Es usted parte del problema de este país. Eso por un lado, por el otro, a este fulano, prácticamente a todo mundo le desagrada, sería éxito seguro para morena, si el pan pone de candidato a este otro delincuente."
@LauraBruges Para anteponer una queja de violencia política de género porque la etiquetan de delincuente electoral.,0,0,@LauraBruges Para anteponer una queja de violencia política de género porque la etiquetan de delincuente electoral.
"@merylbarr Lamento mucho pérdida irreparable no existe ni frase ni palabra ,mi cuñado convulsiono el domingo burla ir al issste acabó comprando medicinas y estudios fuera dela deplorable institución  ser burócrata es peor que delincuente trabajan por Mexico recibiendo  trato deleznable",0,0,"@merylbarr Lamento mucho pérdida irreparable no existe ni frase ni palabra ,mi cuñado convulsiono el domingo burla ir al issste acabó comprando medicinas y estudios fuera dela deplorable institución  ser burócrata es peor que delincuente trabajan por Mexico recibiendo  trato deleznable"
Bién  que se busque extraditar a Rafael Ramírez.pero a éste  delincuente no lo tocan.incurso en varios delitos por que no lo capturan? https://t.co/Kbj5IIGWmV,0,0,Bién  que se busque extraditar a Rafael Ramírez.pero a éste  delincuente no lo tocan.incurso en varios delitos por que no lo capturan? https://t.co/Kbj5IIGWmV
"@DavidVargasA18 Igualito que lozoya, un delincuente acusa sin pruebas y los chairos se excitan 🤷‍♂️",0,0,"@DavidVargasA18 Igualito que lozoya, un delincuente acusa sin pruebas y los chairos se excitan 🤷‍♂️"
"@ivanbarboza50 @jguaido La trayectoria de @jguaido es todo, menos limpia y transparente. Ese es un DELINCUENTE, SUCIO, LADRÓN, BASURA! Vaya a un psiquiatra porque sufre de DISOCIACIÓN CRÓNICA EXTREMA! Necesita medicación URGENTE! Tanta barbaridad escrita no es normal!",0,1,"@ivanbarboza50 @jguaido La trayectoria de @jguaido es todo, menos limpia y transparente. Ese es un DELINCUENTE, SUCIO, LADRÓN, BASURA! Vaya a un psiquiatra porque sufre de DISOCIACIÓN CRÓNICA EXTREMA! Necesita medicación URGENTE! Tanta barbaridad escrita no es normal!"
"No se preocupe mi gobernadora.
Al fin y al cabo, ya vimos lo RATERO, TRANZA, SINVERGÜENZA Y DELINCUENTE QUE ES EL ALITO así como el Lorenzo Cordova y demás fauna que lo rodea. https://t.co/Er5IzxIwP2",0,1,"No se preocupe mi gobernadora.
Al fin y al cabo, ya vimos lo RATERO, TRANZA, SINVERGÜENZA Y DELINCUENTE QUE ES EL ALITO así como el Lorenzo Cordova y demás fauna que lo rodea. https://t.co/Er5IzxIwP2"
"@andresmanuel 
Eres un delincuente de cuello y guante percudidos, mantenido, vividor, come cuando hay, miserable sanguijuela https://t.co/d1rXXZXFwS",0,1,"@andresmanuel 
Eres un delincuente de cuello y guante percudidos, mantenido, vividor, come cuando hay, miserable sanguijuela https://t.co/d1rXXZXFwS"
@CarlosTorresF_ La esperanza de Mexico 🤣 @PartidoMorenaMx creo que estaba menos pior con la delincuente electoral de la @delfinagomeza 🐀,0,0,@CarlosTorresF_ La esperanza de Mexico 🤣 @PartidoMorenaMx creo que estaba menos pior con la delincuente electoral de la @delfinagomeza 🐀
Todo en@morena es corrupción igual q su pueblo gueno puro delincuente!!!! Ciudadanía a votar para botarlos!!! https://t.co/pTW9sqsDx4,0,0,Todo en@morena es corrupción igual q su pueblo gueno puro delincuente!!!! Ciudadanía a votar para botarlos!!! https://t.co/pTW9sqsDx4
"@AlinaDuarte_ @lorenzocordovav @UNAM_MX Paciencia, periodista. Ya se demostró que Delfina Gómez es una delincuente electoral, y no pasa nada. 
Ponga su queja donde debe ser.",0,0,"@AlinaDuarte_ @lorenzocordovav @UNAM_MX Paciencia, periodista. Ya se demostró que Delfina Gómez es una delincuente electoral, y no pasa nada. 
Ponga su queja donde debe ser."
"@FernandoV33666 @AXZO03 @Maradel27654149 Si tu trabajo es la seguridad pública y la flagrancia está en tus narices y no actúas, eres delincuente. Vaya que critiqué esa complicidad y descaradamente te decían”son órdenes del presidente”. Poca madre! Seamos felices",0,1,"@FernandoV33666 @AXZO03 @Maradel27654149 Si tu trabajo es la seguridad pública y la flagrancia está en tus narices y no actúas, eres delincuente. Vaya que critiqué esa complicidad y descaradamente te decían”son órdenes del presidente”. Poca madre! Seamos felices"
"Pongan a leer, lo más elemental, del plan educativo federal a la titular de la SEP. Bueno, eso no sirve de nada. Corrijo mi exigencia. La que se fué sólo era una ratera, una delincuente confesa y ahí estuvo. El torpe presidente no quiere funcionarios inteligentes.",0,0,"Pongan a leer, lo más elemental, del plan educativo federal a la titular de la SEP. Bueno, eso no sirve de nada. Corrijo mi exigencia. La que se fué sólo era una ratera, una delincuente confesa y ahí estuvo. El torpe presidente no quiere funcionarios inteligentes."
"📜C.C.📜: 🇲🇽GOB MX 2018-2024🇲🇽 GOB ZAC 2021-2027 🏦SCJN MX🏦 🌎CNDH: 🇲🇽MÉXICO🇲🇽 Y 🌎EL MUNDO🌎: 🕺ACABO🕺 DE ACUDIR🕺 A LA FGJEZ PARA DENUNCIAR LA ACTUACIÓN DEL DELINCUENTE UNIFORMADO DE LA POLICÍA VIAL DE ZACATECAS🇲🇽 ""JUAN R'",0,0,"📜C.C.📜: 🇲🇽GOB MX 2018-2024🇲🇽 GOB ZAC 2021-2027 🏦SCJN MX🏦 🌎CNDH: 🇲🇽MÉXICO🇲🇽 Y 🌎EL MUNDO🌎: 🕺ACABO🕺 DE ACUDIR🕺 A LA FGJEZ PARA DENUNCIAR LA ACTUACIÓN DEL DELINCUENTE UNIFORMADO DE LA POLICÍA VIAL DE ZACATECAS🇲🇽 ""JUAN R'"
@Reforma @SergioSarmiento @reformaopinion Mientras gobierne el peje...la Constitución y las leyes...son lo de menos...solo hay una ley...y es lo que dice el presidente...no hay una sola.persona de su equipo que se le pare enfrente y le diga en su cara Delincuente,0,0,@Reforma @SergioSarmiento @reformaopinion Mientras gobierne el peje...la Constitución y las leyes...son lo de menos...solo hay una ley...y es lo que dice el presidente...no hay una sola.persona de su equipo que se le pare enfrente y le diga en su cara Delincuente
"Una de tantas lacayitas del autócrata —ésta bastante grotesca—, anuncia que no tocará más el tema del delincuente de Moreno. 

Ya lo “doblaron.” Hasta la próxima coerción, a ver cómo se comporta.

El demócrata y su transformación. risas payaso",0,1,"Una de tantas lacayitas del autócrata —ésta bastante grotesca—, anuncia que no tocará más el tema del delincuente de Moreno. 

Ya lo “doblaron.” Hasta la próxima coerción, a ver cómo se comporta.

El demócrata y su transformación. risas payaso"
@LupitaJuarezH @lopezobrador_ @heraldodemexico Q no hay pruebas contundentes apresar de videos y víctimas eso no más no se cree y sabemos el por q y aparte q las cárceles sean controlados con militares bloquear señal de cel urge orden y respeto y castigo así un delincuente lo pensará 2 veces  cometer un delito SI al ejército,0,0,@LupitaJuarezH @lopezobrador_ @heraldodemexico Q no hay pruebas contundentes apresar de videos y víctimas eso no más no se cree y sabemos el por q y aparte q las cárceles sean controlados con militares bloquear señal de cel urge orden y respeto y castigo así un delincuente lo pensará 2 veces  cometer un delito SI al ejército
"@Jacke4532 La LOPNA tiene un cárter bien grande que dice, Quieres crear a un Delincuente? Dale todo lo que pida el niño! Y estarás criando a un delincuente, por eso hay que ser equilibrado al momento de dar al ser humano, mucho de algo al final no es bueno...",0,0,"@Jacke4532 La LOPNA tiene un cárter bien grande que dice, Quieres crear a un Delincuente? Dale todo lo que pida el niño! Y estarás criando a un delincuente, por eso hay que ser equilibrado al momento de dar al ser humano, mucho de algo al final no es bueno..."
@RonaldoGuevara9 UN DELINCUENTE DEBE DE ESTAR PRESO,0,0,@RonaldoGuevara9 UN DELINCUENTE DEBE DE ESTAR PRESO
"@Toni_blackout @Maikita_Love Y la delincuente
Sor Presa.

Ya me voy...",0,0,"@Toni_blackout @Maikita_Love Y la delincuente
Sor Presa.

Ya me voy..."
@juanpadeleo Cobarde hipócrita delincuente. https://t.co/VGFSM43tPv,0,1,@juanpadeleo Cobarde hipócrita delincuente. https://t.co/VGFSM43tPv
"@bbtunnel @tweet_stamp @FGR_SV @PNCSV @Vi11atoro Piense lo que quiera, yo estoy demostrando que ese sujeto es un delincuente.",0,0,"@bbtunnel @tweet_stamp @FGR_SV @PNCSV @Vi11atoro Piense lo que quiera, yo estoy demostrando que ese sujeto es un delincuente."
@aracelibs Lo único verdadero en el delincuente confeso es que miente siempre.,0,0,@aracelibs Lo único verdadero en el delincuente confeso es que miente siempre.
"A mí no me preocupa que la Secretaria de Educación no hubiera sabido responder una pregunta. Me preocupa que una alumna de Loret de Mola, amiga de una delincuente como Gómez Mont y sicaria de la información siga haciéndose pasar por periodista después del montaje de #FridaSofia",0,0,"A mí no me preocupa que la Secretaria de Educación no hubiera sabido responder una pregunta. Me preocupa que una alumna de Loret de Mola, amiga de una delincuente como Gómez Mont y sicaria de la información siga haciéndose pasar por periodista después del montaje de #FridaSofia"
"@Mujerdelujo20 @Alv2859 @Jose11304074 Por supuesto que el delincuente confeso es el autor intelectual del “asunto de los 43”.

Uno de sus muchos crímenes que tiene que pagar.",0,0,"@Mujerdelujo20 @Alv2859 @Jose11304074 Por supuesto que el delincuente confeso es el autor intelectual del “asunto de los 43”.

Uno de sus muchos crímenes que tiene que pagar."
"Una cosa es desear que Alex Saab sea un ""delincuente"", y convencerse, en base a los intereses que persigas, y otra que lo sea realmente. Lo primero tienes que demostrarlo, y asumir las consecuencias legales, en caso de que no sea cierto. ""Deseos no preñan"". #FreeAlexSaab @CNN https://t.co/d7mxEx3uRB https://t.co/IFMBytPmIR",0,0,"Una cosa es desear que Alex Saab sea un ""delincuente"", y convencerse, en base a los intereses que persigas, y otra que lo sea realmente. Lo primero tienes que demostrarlo, y asumir las consecuencias legales, en caso de que no sea cierto. ""Deseos no preñan"". #FreeAlexSaab @CNN https://t.co/d7mxEx3uRB https://t.co/IFMBytPmIR"
"@QuePocaMadreMex Por mucha necesidad, tu no tienes derecho a enseñar delinquir a tus hijos, mejor enséñales como se gana el dinero y el trabajo que cuesta, yo veo en este video, una delincuente entrenando futuros delincuentes",0,0,"@QuePocaMadreMex Por mucha necesidad, tu no tienes derecho a enseñar delinquir a tus hijos, mejor enséñales como se gana el dinero y el trabajo que cuesta, yo veo en este video, una delincuente entrenando futuros delincuentes"
"El Comisario es detenido con las reglas del Régimen de Excepción y al delincuente que roba, toca mujeres, asalta las casas en Mejicanos de apodo ""el espagueti"" ayer lo dejaron libre ¿qué corona tienen los delincuentes para que no los PROCESE la justicia?.

https://t.co/hNdtwMDJ0E",0,0,"El Comisario es detenido con las reglas del Régimen de Excepción y al delincuente que roba, toca mujeres, asalta las casas en Mejicanos de apodo ""el espagueti"" ayer lo dejaron libre ¿qué corona tienen los delincuentes para que no los PROCESE la justicia?.

https://t.co/hNdtwMDJ0E"
@ElAmaDeCasa1 @M2Cyndy @KetevanBrown Es un súper delincuente,0,0,@ElAmaDeCasa1 @M2Cyndy @KetevanBrown Es un súper delincuente
"@c4jimenez @FiscaliaCDMX @FiscaliaEdomex @SS_Edomex @multimediostv Solo por eso el estado de México es el terror en seguridad, te encuentras a este delincuente con placa de padrino y que dios te guarde la hora",0,0,"@c4jimenez @FiscaliaCDMX @FiscaliaEdomex @SS_Edomex @multimediostv Solo por eso el estado de México es el terror en seguridad, te encuentras a este delincuente con placa de padrino y que dios te guarde la hora"
"@DeniseDresserG Dialogar con una delincuente que encubre al otro delincuente @RicardoAnayaC que está Profugo en México 🇲🇽.
Es algo incongruente por parte de usted “PseudoIntelectual”. https://t.co/V7V5KUq741",0,0,"@DeniseDresserG Dialogar con una delincuente que encubre al otro delincuente @RicardoAnayaC que está Profugo en México 🇲🇽.
Es algo incongruente por parte de usted “PseudoIntelectual”. https://t.co/V7V5KUq741"
"@GuidoBellidoU Y vacar al delincuente de palacio y a la dinamita bolarte , como primera acciónen beneficio de los peruanos.
#FueraTucos",0,0,"@GuidoBellidoU Y vacar al delincuente de palacio y a la dinamita bolarte , como primera acciónen beneficio de los peruanos.
#FueraTucos"
"Yo creo que gran parte de la población en México sabe o sospecha que @FelipeCalderon  es un delincuente, una pequeña parte no lo admite porque sería darle la razón a #AMLO",0,0,"Yo creo que gran parte de la población en México sabe o sospecha que @FelipeCalderon  es un delincuente, una pequeña parte no lo admite porque sería darle la razón a #AMLO"
@mexicoanalytics La impunidad convierte en valiente al delincuente,0,0,@mexicoanalytics La impunidad convierte en valiente al delincuente
"Nací por mi madre y moriría por ""Delincuente"" de Tokischa. 🙏🏻",0,0,"Nací por mi madre y moriría por ""Delincuente"" de Tokischa. 🙏🏻"
@RobertoMadrazo_ @LaydaSansores @alitomorenoc Tu CHATRPM viejo decrépito delincuente de cuello blanco,1,1,@RobertoMadrazo_ @LaydaSansores @alitomorenoc Tu CHATRPM viejo decrépito delincuente de cuello blanco
Lorenzo Córdoba infringio los reglamentos de la UNAM al extender con sus amigos la licencia para volver a su cargo y se amparo en el INE para que no le bajaran el sueldo. Todo un delincuente cínico y descarado.,0,1,Lorenzo Córdoba infringio los reglamentos de la UNAM al extender con sus amigos la licencia para volver a su cargo y se amparo en el INE para que no le bajaran el sueldo. Todo un delincuente cínico y descarado.
"@RobertoMadrazo_ @LaydaSansores @alitomorenoc Esta es la lectura correcta Roberto, lo compraron y él compró su libertad por el resto del sexenio, Alito es un delincuente confeso, no tienen porque ampararlo, en la cárcel debería estar!!!",0,0,"@RobertoMadrazo_ @LaydaSansores @alitomorenoc Esta es la lectura correcta Roberto, lo compraron y él compró su libertad por el resto del sexenio, Alito es un delincuente confeso, no tienen porque ampararlo, en la cárcel debería estar!!!"
"@ActualidadRT MALA FUENTE TIENEN, AVERIGUEN BIEN COMO ES LA SITUACION DE ESE DELINCUENTE PRIMERO....",0,0,"@ActualidadRT MALA FUENTE TIENEN, AVERIGUEN BIEN COMO ES LA SITUACION DE ESE DELINCUENTE PRIMERO...."
@Mzavalagc La que tú y borracho delincuente de Felipe Calderón propiciaron al apoyar al cartel de Sinaloa y asesinar a Miles de mexicanos cínicos sinvergüenza ojalá reciban su castigo.,0,1,@Mzavalagc La que tú y borracho delincuente de Felipe Calderón propiciaron al apoyar al cartel de Sinaloa y asesinar a Miles de mexicanos cínicos sinvergüenza ojalá reciban su castigo.
"@casanovastuder Las mentiras del delincuente de Palacio son totalmente comprobables, a base de engaños llegó a la presidencia porque la gente no votó por él por su educación, cultura, ética, valores, sabiduría, honestidad, preparación.  #LopezMiserableDelincuente",0,0,"@casanovastuder Las mentiras del delincuente de Palacio son totalmente comprobables, a base de engaños llegó a la presidencia porque la gente no votó por él por su educación, cultura, ética, valores, sabiduría, honestidad, preparación.  #LopezMiserableDelincuente"
@nicaraguainvest Ese camaleón delincuente merece más que la carcel!,0,1,@nicaraguainvest Ese camaleón delincuente merece más que la carcel!
"@RobertoMadrazo_ @LaydaSansores @alitomorenoc Que terrible, un gobierno que amenaza a opositores cuál vil delincuente.",0,0,"@RobertoMadrazo_ @LaydaSansores @alitomorenoc Que terrible, un gobierno que amenaza a opositores cuál vil delincuente."
"Que el presidentucho AMLO diga que un delincuente asesino tiene derechos, es una  cobardía del  vgtogt mierdero, traición a los mexicanos, una shit al servicio del CO. 🤬 https://t.co/8POdJ4wBsi",1,1,"Que el presidentucho AMLO diga que un delincuente asesino tiene derechos, es una  cobardía del  vgtogt mierdero, traición a los mexicanos, una shit al servicio del CO. 🤬 https://t.co/8POdJ4wBsi"
"@c4jimenez @FiscaliaCDMX @FiscaliaEdomex @SS_Edomex @multimediostv @lopezobrador_ @Claudiashein @alfredodelmazo que poca madre tiene este pinche gobierno de mierda, donde a un conductor, vendedor, trabajador, etc lo tratan como el más grande delincuente sus oficiales y a esta porquería de persona lo tienen trabajando en sus filas o con uds.",1,1,"@c4jimenez @FiscaliaCDMX @FiscaliaEdomex @SS_Edomex @multimediostv @lopezobrador_ @Claudiashein @alfredodelmazo que poca madre tiene este pinche gobierno de mierda, donde a un conductor, vendedor, trabajador, etc lo tratan como el más grande delincuente sus oficiales y a esta porquería de persona lo tienen trabajando en sus filas o con uds."
@waraujo64 Ellos con 200 tira piedras y quema llantas se conforman el verdadero pueblo somos los que trabajamos a diario y los fines de semana lo usamos para descansar o disfrutar con la familia mientras arenafrente ya se están quedando sin familia ya que muchos están presos por delincuente,0,0,@waraujo64 Ellos con 200 tira piedras y quema llantas se conforman el verdadero pueblo somos los que trabajamos a diario y los fines de semana lo usamos para descansar o disfrutar con la familia mientras arenafrente ya se están quedando sin familia ya que muchos están presos por delincuente
"@letroblesrosa @CitlaHM @DeniseDresserG La cenadora se traga hasta las palabras, qué desesperación que no escucha.",0,0,"@letroblesrosa @CitlaHM @DeniseDresserG La cenadora se traga hasta las palabras, qué desesperación que no escucha."
@Don_Chorizos @NormaCuevasV @monerohernandez @lopezobrador_ O a su patrón como traga garnachas?,0,1,@Don_Chorizos @NormaCuevasV @monerohernandez @lopezobrador_ O a su patrón como traga garnachas?
@letroblesrosa @MarthaTagle @senadomexicano Sino de donde traga !!!,0,1,@letroblesrosa @MarthaTagle @senadomexicano Sino de donde traga !!!
"@JJDiazMachuca @CarlosVZenteno Este pendjo oportunista quiere repetir seguramente casos como el fachoso de Antonio Attoline que salió del nefasto grupo de yosoy132, lo único de este Chairo es que la ciudadanía no se traga el mismo cuento 2 veces! No se convertirá en paladín de Morena!",1,1,"@JJDiazMachuca @CarlosVZenteno Este pendjo oportunista quiere repetir seguramente casos como el fachoso de Antonio Attoline que salió del nefasto grupo de yosoy132, lo único de este Chairo es que la ciudadanía no se traga el mismo cuento 2 veces! No se convertirá en paladín de Morena!"
"@DeniseDresserG Si sus palabras se las traga con chocolate, sabemos entonces porqué se ve cómo se ve la Cenadora.",0,1,"@DeniseDresserG Si sus palabras se las traga con chocolate, sabemos entonces porqué se ve cómo se ve la Cenadora."
@ReginaOrozco “Una chaira traga cuando hay”,0,1,@ReginaOrozco “Una chaira traga cuando hay”
@LaChiquisYareli @LillyTellez Se lo traga todo,1,1,@LaChiquisYareli @LillyTellez Se lo traga todo
"Las máquinas de Autovend de Bimbo deben ser reguladas, no tiene folio cuando se traga el dinero la máquina no hay donde reportar nunca contestan
@BimboMx https://t.co/7NHWW4ttji",0,0,"Las máquinas de Autovend de Bimbo deben ser reguladas, no tiene folio cuando se traga el dinero la máquina no hay donde reportar nunca contestan
@BimboMx https://t.co/7NHWW4ttji"
Puta hambriada de mi hermana we le compran sus papas a ella y a mi apaarte y como le da hueva hacerse un puto arroz se traga MIS COSAS PUTA CULO SECOOO,1,1,Puta hambriada de mi hermana we le compran sus papas a ella y a mi apaarte y como le da hueva hacerse un puto arroz se traga MIS COSAS PUTA CULO SECOOO
"@PonchoGutz TODO PENDEJO, no,todo chairo es moresimio.

La política no es de ideología es de intereses, la doctrina es para los traga mierda chairos.

El matraquero político, del prian o morena lo hace solo por dos motivos, hambre o ""pendejo*""

Tú no te ves mal tragado.",1,1,"@PonchoGutz TODO PENDEJO, no,todo chairo es moresimio.

La política no es de ideología es de intereses, la doctrina es para los traga mierda chairos.

El matraquero político, del prian o morena lo hace solo por dos motivos, hambre o ""pendejo*""

Tú no te ves mal tragado."
"AMLO lleva 4 años en el gobierno y apenas se dio cuenta?; solo @EVIDEGARAY se la traga completa.
@jrsestaca 
@ElNuevoOficial 
@lacornetafm",1,0,"AMLO lleva 4 años en el gobierno y apenas se dio cuenta?; solo @EVIDEGARAY se la traga completa.
@jrsestaca 
@ElNuevoOficial 
@lacornetafm"
Mastica y traga... https://t.co/FRH0dGKTx2,0,0,Mastica y traga... https://t.co/FRH0dGKTx2
"@LauraTeresaSalg @jaimeto47395131 @CarlosVZenteno @lorenzocordovav Pero el no traga del erario, ni se le.paga nada o tú le pagas de tus impuestos? . Ves la diferencia? Se les exige a los que se les paga de nuestro dinero. Tú acaso no le exiges a un plomero que le pagas y que te deja mal un trabajo? O le aplaudes? Lo defiendes? Así actúas tu?",0,0,"@LauraTeresaSalg @jaimeto47395131 @CarlosVZenteno @lorenzocordovav Pero el no traga del erario, ni se le.paga nada o tú le pagas de tus impuestos? . Ves la diferencia? Se les exige a los que se les paga de nuestro dinero. Tú acaso no le exiges a un plomero que le pagas y que te deja mal un trabajo? O le aplaudes? Lo defiendes? Así actúas tu?"
"Eso no es diálogo… Citlali no sabe dialogar, acuérdate cuando casi se traga a @GustavoMadero https://t.co/BtiQPM6VmI",0,0,"Eso no es diálogo… Citlali no sabe dialogar, acuérdate cuando casi se traga a @GustavoMadero https://t.co/BtiQPM6VmI"
Se traga sus palabras @CitlaHM al fin que tiene espacio. puerco https://t.co/rMAailzJ8U,0,1,Se traga sus palabras @CitlaHM al fin que tiene espacio. puerco https://t.co/rMAailzJ8U
@Faitelson_ESPN Claro que no es invencible algún día tiene que perder pero mientras traga te tus palabras de ardido,0,1,@Faitelson_ESPN Claro que no es invencible algún día tiene que perder pero mientras traga te tus palabras de ardido
"@MunguiaHat @PedroFerriz @LillyTellez Jajaja uno le dice que traga plátanos enteros y el otro que es una mierda risas 🤣 

😆🤣😆🤣😆🤣🤣🤣😂😂",0,1,"@MunguiaHat @PedroFerriz @LillyTellez Jajaja uno le dice que traga plátanos enteros y el otro que es una mierda risas 🤣 

😆🤣😆🤣😆🤣🤣🤣😂😂"
"@FreddyOliviery No animal estúpido, la ppo con  pagar una fianza salen, la pon es la que debe aplicar.

Pagando esa fianza el litigio puede durar años, décadas.

Eres un imbécil y repites la línea engaña **pendejos** para los simios traga cuando hay.",1,1,"@FreddyOliviery No animal estúpido, la ppo con  pagar una fianza salen, la pon es la que debe aplicar.

Pagando esa fianza el litigio puede durar años, décadas.

Eres un imbécil y repites la línea engaña **pendejos** para los simios traga cuando hay."
"El PRI es pragmático, calla cuando debe callar y se traga los corajes cuando sabe que tiene las de perder. La mayoría del neochairismo viene del PAN y sus grupitos fanatizados.",0,0,"El PRI es pragmático, calla cuando debe callar y se traga los corajes cuando sabe que tiene las de perder. La mayoría del neochairismo viene del PAN y sus grupitos fanatizados."
"El besa escudos más ridículo de la historia, al rato traga sables también https://t.co/0lxriVKRdT",0,1,"El besa escudos más ridículo de la historia, al rato traga sables también https://t.co/0lxriVKRdT"
"El encargado tremendo traga sables, le ayuda a conseguir posibles víctimas. 
Una pendejada una vergüenza. https://t.co/f0qLwn42v2",0,1,"El encargado tremendo traga sables, le ayuda a conseguir posibles víctimas. 
Una pendejada una vergüenza. https://t.co/f0qLwn42v2"
@oihanext Sos la tragaperras o la perra que traga?,1,0,@oihanext Sos la tragaperras o la perra que traga?
"“Si cambie de opinión porque ya no me quedo de otra” 

Y así se gobierna ahora, a Cantinflazos a bandazos y a tropiezos, el loco se traga sus palabras en público sin hacer gestos. https://t.co/XFSan5IUtp",0,0,"“Si cambie de opinión porque ya no me quedo de otra” 

Y así se gobierna ahora, a Cantinflazos a bandazos y a tropiezos, el loco se traga sus palabras en público sin hacer gestos. https://t.co/XFSan5IUtp"
"Qué feos modos que pidas dos picadas, una empanada y una gorda y te las sirvan por separado en tres platos.

Se ve como: ""Pero cómo traga ese cabrón""",0,0,"Qué feos modos que pidas dos picadas, una empanada y una gorda y te las sirvan por separado en tres platos.

Se ve como: ""Pero cómo traga ese cabrón"""
"🔴#Viral | La explosión de la pila le provocó graves quemaduras en el esófago.🔋🔥😥
https://t.co/M7f4jog0f1",0,0,"🔴#Viral | La explosión de la pila le provocó graves quemaduras en el esófago.🔋🔥😥
https://t.co/M7f4jog0f1"
@Bacanalnica @Snakeeyesnic @EntrelineasNoOf Ya nadie se traga tus cuentos,0,0,@Bacanalnica @Snakeeyesnic @EntrelineasNoOf Ya nadie se traga tus cuentos
"@SergioSarmiento Fijate tocayo, no regresó a los militares a sus cuarteles pero tampoco los esta usando para combatir el crimen y es bien sabido que ante la violencia del CO siguieran, pero pataleó tanto y prometió mas y hoy se traga sus palabras. “Cae mas pronto un hablador que un cojo”",0,0,"@SergioSarmiento Fijate tocayo, no regresó a los militares a sus cuarteles pero tampoco los esta usando para combatir el crimen y es bien sabido que ante la violencia del CO siguieran, pero pataleó tanto y prometió mas y hoy se traga sus palabras. “Cae mas pronto un hablador que un cojo”"
Y que me topo al traga sables del @VivaMaderoGotos https://t.co/edyRYbTsxc,0,1,Y que me topo al traga sables del @VivaMaderoGotos https://t.co/edyRYbTsxc
Quién se traga las emociones se ahoga.,0,0,Quién se traga las emociones se ahoga.
@yosaferrer Puro Can traga croquetas con gorgojo,0,1,@yosaferrer Puro Can traga croquetas con gorgojo
"@Arouet_V @CitlaHM No se diga más, ella traga lo que sea...estás viendo y no ves.",1,1,"@Arouet_V @CitlaHM No se diga más, ella traga lo que sea...estás viendo y no ves."
"@Kakaisho @RodrigoChavesR Nos quiere ver la cara, hay una mitad que no traga cuento Sr. Chaves. 💐",0,0,"@Kakaisho @RodrigoChavesR Nos quiere ver la cara, hay una mitad que no traga cuento Sr. Chaves. 💐"
"@RanferiDe Es sarcasmo vdd?? Porque la UNICA economía que veo que crece es la de Andres, sus hijos y uno que otro cromador que traga de lo que a ellos les sobra...los demás Mexicanos, los que SI trabajamos no completamos NADA",1,1,"@RanferiDe Es sarcasmo vdd?? Porque la UNICA economía que veo que crece es la de Andres, sus hijos y uno que otro cromador que traga de lo que a ellos les sobra...los demás Mexicanos, los que SI trabajamos no completamos NADA"
